gene_id,CD4_positive_naive_resting_alpha_beta_T_cell,CD8_positive_naive_resting_alpha_beta_T_cell,hippocampus,heart,gastrocnemius,monocyte,neutrophil,T_cell,left_cerebral_cortex,adrenal_gland,B_cell
ENSMUSG00000112272.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.29,0.16
ENSMUSG00000019935.16,0.0,0.09,1.02,0.01,0.0,0.01,0.01,0.03,0.71,0.02,0.0
ENSMUSG00000069539.11,14.22,10.54,7.35,4.91,4.13,15.23,28.87,12.77,10.05,11.28,12.75
ENSMUSG00000097383.1,0.02,0.0,0.84,1.13,1.01,0.06,0.04,0.0,1.73,0.59,0.02
ENSMUSG00000019948.4,5.99,8.24,7.44,4.05,1.62,4.01,7.69,6.92,6.75,6.57,7.19
ENSMUSG00000019951.10,21.21,17.9,23.79,8.37,6.07,21.04,30.59,23.93,27.78,24.91,20.23
ENSMUSG00000093967.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000058589.14,0.0,0.0,157.38,0.05,0.06,0.0,0.0,0.0,139.12,0.26,0.02
ENSMUSG00000112140.1,0.02,0.0,0.03,0.04,0.02,0.0,0.0,0.0,0.1,0.07,0.05
ENSMUSG00000088221.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112153.1,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0
ENSMUSG00000111909.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112507.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112015.1,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0
ENSMUSG00000112601.1,0.0,0.0,2.37,0.0,0.01,0.0,0.0,0.0,2.27,0.01,0.0
ENSMUSG00000019979.12,7.7,7.58,3.7,1.69,0.48,25.48,31.53,9.33,3.22,2.56,9.42
ENSMUSG00000087966.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000019975.12,0.32,0.59,4.76,6.12,3.0,3.51,1.32,0.52,4.05,13.47,1.59
ENSMUSG00000061904.12,225.44,189.07,142.94,816.3,338.83,155.56,119.12,174.57,158.38,403.41,217.38
ENSMUSG00000077167.1,449.18,456.26,9.31,12.37,87.95,126.95,103.55,374.97,6.14,117.93,407.89
ENSMUSG00000019961.17,37.33,47.43,10.93,12.14,26.02,69.65,78.81,57.1,11.87,27.91,47.1
ENSMUSG00000097664.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0
ENSMUSG00000111544.1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
ENSMUSG00000110870.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000110847.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111525.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111591.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111051.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111782.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111657.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
ENSMUSG00000112117.1,0.0,0.0,13.7,0.52,0.12,0.0,0.0,0.0,13.77,0.4,0.0
ENSMUSG00000098979.1,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0
ENSMUSG00000065524.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000098394.1,0.0,0.0,1.94,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099136.1,0.0,0.0,5.15,0.22,0.37,0.0,0.0,0.0,3.02,0.0,0.0
ENSMUSG00000098664.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0
ENSMUSG00000098891.1,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.68,0.0,0.0
ENSMUSG00000098662.1,0.0,0.0,13.58,0.0,0.0,0.0,0.0,0.0,14.56,0.0,0.0
ENSMUSG00000098526.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0
ENSMUSG00000099307.1,0.0,0.0,1.47,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000093227.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000097201.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000098040.1,0.0,0.0,0.0,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111104.1,0.0,0.0,0.0,0.06,0.13,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111776.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000110794.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111604.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000088407.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111759.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
ENSMUSG00000111121.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000076238.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111470.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000019988.7,3.63,4.63,0.92,8.61,3.8,4.51,3.29,5.03,0.88,4.27,4.03
ENSMUSG00000088412.1,2.7,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111432.1,0.0,1.45,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111740.1,0.39,0.49,0.05,0.08,0.07,0.3,0.25,0.57,0.04,0.12,0.75
ENSMUSG00000020014.17,0.06,0.17,6.03,0.08,0.18,0.32,1.99,0.03,6.28,1.47,0.03
ENSMUSG00000111013.1,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
ENSMUSG00000020015.10,34.77,35.69,63.85,5.69,1.71,19.85,23.08,37.61,63.29,8.17,23.33
ENSMUSG00000089214.1,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07
ENSMUSG00000008398.15,13.21,16.28,2.81,11.92,3.68,30.31,5.03,20.58,3.5,15.87,20.84
ENSMUSG00000111531.1,0.38,0.0,0.07,0.23,0.1,0.0,0.0,0.25,0.06,0.23,0.0
ENSMUSG00000110647.2,0.04,0.1,0.0,0.01,0.03,0.18,0.1,0.08,0.02,0.03,0.22
ENSMUSG00000111316.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000098679.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000015889.8,42.23,29.05,17.36,10.93,7.95,28.38,182.93,41.08,18.45,19.21,19.11
ENSMUSG00000020017.14,0.74,0.33,0.04,0.06,0.01,1.02,2.9,0.74,0.08,0.04,0.48
ENSMUSG00000015890.2,0.05,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.0
ENSMUSG00000036168.15,0.12,0.12,0.0,0.01,0.0,0.0,0.02,0.99,0.0,0.0,0.0
ENSMUSG00000020018.6,11.48,8.09,3.36,2.91,2.04,4.85,3.09,6.68,3.13,5.1,8.21
ENSMUSG00000097407.1,0.55,0.15,0.02,0.0,0.0,0.07,0.03,0.28,0.0,0.0,0.0
ENSMUSG00000111366.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000020019.4,0.0,0.0,2.27,4.52,2.11,0.13,0.0,0.15,2.66,8.25,0.0
ENSMUSG00000090159.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
ENSMUSG00000085723.2,0.0,0.07,0.0,0.03,0.26,0.0,0.0,0.83,0.0,0.1,0.0
ENSMUSG00000086891.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000090610.3,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.07,0.04,0.15,0.0
ENSMUSG00000096598.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000020020.8,0.0,0.02,0.0,0.0,0.09,0.02,0.0,0.0,0.0,0.0,0.12
ENSMUSG00000036112.15,32.22,42.98,36.26,33.56,57.09,41.52,29.8,45.53,32.71,52.79,34.15
ENSMUSG00000097689.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000087798.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114757.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000036099.16,9.82,7.03,17.06,13.74,15.85,3.78,1.62,7.97,23.54,6.45,9.44
ENSMUSG00000065607.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111349.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000110869.1,4.11,2.99,0.87,0.04,0.13,0.73,0.9,4.42,0.86,0.2,2.96
ENSMUSG00000020021.4,2.13,1.73,3.09,1.77,0.77,1.36,3.4,1.51,2.91,1.38,5.78
ENSMUSG00000110753.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111539.1,0.5,0.33,0.21,0.1,0.02,0.5,0.14,0.26,0.16,0.12,0.98
ENSMUSG00000005897.14,2.76,3.54,2.59,2.0,2.21,3.27,0.92,3.44,2.67,3.6,2.07
ENSMUSG00000065296.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000020022.17,18.22,20.59,73.83,263.37,187.02,13.98,8.79,19.65,64.14,125.14,16.28
ENSMUSG00000053420.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
ENSMUSG00000020023.18,2.35,1.07,12.9,10.64,5.11,11.69,4.23,1.0,5.94,7.02,8.7
ENSMUSG00000085409.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
ENSMUSG00000086269.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
ENSMUSG00000098544.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112477.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112473.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000097164.2,0.85,1.25,3.79,0.59,0.35,0.97,1.3,1.06,3.89,1.6,1.72
ENSMUSG00000112203.1,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.06,0.0,0.0,0.0
ENSMUSG00000020024.7,6.94,6.24,8.91,6.42,6.14,9.48,8.38,7.03,13.03,3.22,8.48
ENSMUSG00000112669.1,0.17,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.08,0.17
ENSMUSG00000074785.5,7.17,3.82,9.88,0.59,0.11,11.33,41.0,6.35,13.56,2.46,25.05
ENSMUSG00000088608.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16
ENSMUSG00000112736.1,0.23,0.16,0.07,0.02,0.02,0.49,0.97,0.16,0.13,0.02,0.64
ENSMUSG00000089146.1,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.29
ENSMUSG00000112277.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112677.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112481.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0
ENSMUSG00000112501.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09
ENSMUSG00000112682.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02
ENSMUSG00000045867.10,7.81,6.19,1.64,3.12,2.7,4.12,2.45,7.16,1.72,4.03,4.96
ENSMUSG00000112744.1,2.45,2.71,0.12,0.69,0.3,1.05,0.72,2.68,0.23,0.16,1.33
ENSMUSG00000112593.1,0.44,0.91,0.07,4.43,1.12,0.0,0.28,0.25,0.13,0.11,0.12
ENSMUSG00000100550.2,0.22,0.3,0.0,2.4,0.06,0.64,1.1,1.8,0.11,0.05,0.54
ENSMUSG00000020027.18,0.48,0.27,10.59,18.88,8.45,0.69,0.54,1.6,7.74,3.31,1.38
ENSMUSG00000097766.1,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.06,0.03,0.0,0.0
ENSMUSG00000112261.1,0.11,0.0,0.06,0.0,0.0,0.0,0.1,0.0,0.06,0.1,0.21
ENSMUSG00000112725.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112450.1,0.0,0.08,0.0,0.03,0.1,0.0,0.08,0.0,0.09,0.0,0.0
ENSMUSG00000062981.5,14.46,15.83,21.7,135.61,96.42,17.56,5.55,16.3,20.26,39.07,14.91
ENSMUSG00000074781.5,40.56,38.33,54.65,27.14,22.38,48.11,44.12,40.72,57.55,43.17,38.4
ENSMUSG00000020029.6,9.08,5.45,17.38,99.18,57.21,12.33,102.58,6.3,43.23,48.82,6.15
ENSMUSG00000092867.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000089618.1,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112439.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
ENSMUSG00000112538.1,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0
ENSMUSG00000074780.2,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.19,0.0,0.0,0.52
ENSMUSG00000112025.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112519.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112289.1,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0
ENSMUSG00000112188.1,0.0,0.0,0.0,0.08,0.31,0.0,0.1,0.0,0.0,0.0,0.0
ENSMUSG00000101517.6,0.11,0.08,0.01,0.03,0.0,0.07,1.77,0.0,0.0,0.0,0.0
ENSMUSG00000112771.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112599.1,0.0,0.05,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0
ENSMUSG00000110353.1,0.0,0.0,0.02,1.23,0.21,0.0,0.0,0.0,0.0,0.02,0.0
ENSMUSG00000111992.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112400.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
ENSMUSG00000077268.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000036499.9,1.56,1.05,10.78,9.36,7.65,7.17,9.32,3.29,10.11,6.68,7.48
ENSMUSG00000117008.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112316.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096486.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094523.1,0.0,0.0,0.0,0.0,0.0,0.0,6.04,0.0,0.0,0.0,0.0
ENSMUSG00000112762.1,0.0,0.05,0.0,0.0,0.0,0.03,0.32,0.0,0.0,0.0,0.05
ENSMUSG00000112234.1,0.0,0.0,0.05,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
ENSMUSG00000112290.1,0.15,0.52,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0
ENSMUSG00000112749.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094249.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000097939.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112264.1,0.19,0.11,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.48
ENSMUSG00000112354.1,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.23
ENSMUSG00000036478.8,675.23,563.12,12.43,13.67,4.7,435.56,372.5,467.73,10.69,40.85,525.87
ENSMUSG00000112362.1,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0
ENSMUSG00000112588.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112293.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111912.1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000080347.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112488.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111924.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112631.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112892.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111981.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000105557.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000019929.16,0.48,0.0,13.51,121.26,85.16,0.87,0.66,0.11,6.59,101.07,0.49
ENSMUSG00000036446.5,0.0,0.0,0.76,9.37,2.34,0.0,0.09,0.0,0.53,5.91,0.0
ENSMUSG00000112484.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000019932.8,0.0,0.0,0.09,0.01,1.25,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000019936.10,0.0,0.0,0.02,0.12,0.0,0.0,0.0,0.0,0.02,0.17,0.0
ENSMUSG00000074776.4,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
ENSMUSG00000047025.5,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112497.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000079183.2,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
ENSMUSG00000089097.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112896.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112457.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102310.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
ENSMUSG00000112874.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112647.1,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000019943.10,56.05,41.95,298.89,22.51,23.43,142.32,65.06,48.54,217.83,15.19,52.21
ENSMUSG00000112660.1,0.58,0.46,0.0,0.0,0.0,0.4,0.17,1.56,0.0,0.0,0.72
ENSMUSG00000112346.1,3.02,2.5,0.73,0.49,0.27,1.14,1.61,1.86,0.68,0.79,1.78
ENSMUSG00000019952.15,8.92,8.81,1.78,2.03,1.27,4.05,3.18,9.37,2.47,4.16,5.38
ENSMUSG00000090035.3,6.0,6.24,1.15,0.78,0.41,2.55,3.94,6.08,0.71,2.16,4.78
ENSMUSG00000055108.6,0.06,0.15,0.03,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.17
ENSMUSG00000089994.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.02,0.0,0.0,0.0
ENSMUSG00000112805.1,0.0,0.0,0.09,0.0,0.0,0.14,0.1,0.0,0.41,0.08,0.0
ENSMUSG00000112902.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111923.1,0.08,0.02,0.03,0.0,0.0,0.0,0.16,0.23,0.0,0.0,0.02
ENSMUSG00000019960.8,21.73,23.68,18.92,4.77,4.01,99.27,101.02,16.36,29.78,21.68,52.49
ENSMUSG00000112384.1,0.0,0.0,0.0,0.0,0.0,0.22,0.12,0.05,0.0,0.04,0.0
ENSMUSG00000112544.1,0.0,0.23,0.0,0.04,0.1,0.56,0.68,0.48,0.0,0.27,0.7
ENSMUSG00000044633.4,0.0,0.0,0.01,0.0,0.01,0.12,0.0,0.08,0.12,0.06,0.0
ENSMUSG00000090665.2,0.05,0.03,0.08,0.05,0.0,13.55,22.06,0.0,0.17,0.07,0.03
ENSMUSG00000112082.1,0.69,0.82,0.0,0.0,0.0,0.22,0.51,0.69,0.06,0.21,2.43
ENSMUSG00000112265.1,0.31,0.0,0.0,0.0,0.0,0.74,0.69,0.0,0.0,0.07,1.73
ENSMUSG00000112180.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111962.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112503.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
ENSMUSG00000112810.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113032.1,0.04,0.02,0.06,0.0,0.02,0.03,0.03,0.01,0.05,0.0,0.08
ENSMUSG00000046934.5,0.0,0.21,0.24,1.02,0.54,0.16,0.03,0.2,0.18,0.5,0.22
ENSMUSG00000112304.1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.04,0.0,0.0
ENSMUSG00000112463.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112299.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000019966.18,0.15,0.2,6.22,18.92,5.8,1.95,0.44,0.05,15.98,8.32,0.04
ENSMUSG00000112831.1,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.24,0.0
ENSMUSG00000096586.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000095539.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112633.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
ENSMUSG00000112245.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112069.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112522.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.03,0.0,0.0
ENSMUSG00000112122.1,0.36,0.05,0.06,0.02,0.0,0.06,0.11,0.36,0.0,0.0,0.0
ENSMUSG00000112178.1,0.0,0.0,0.19,0.0,0.14,0.0,0.32,0.36,0.18,0.0,0.34
ENSMUSG00000112737.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112408.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094314.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000091101.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112931.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112856.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000091552.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096744.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000095673.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112480.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112485.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112777.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096640.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112453.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112580.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
ENSMUSG00000036676.14,0.36,0.65,2.85,4.42,3.13,4.45,1.23,0.63,3.66,6.49,0.71
ENSMUSG00000019971.10,0.44,0.95,4.34,1.24,1.18,2.38,1.07,0.74,5.27,3.43,1.87
ENSMUSG00000046567.10,1.35,3.1,6.63,1.59,2.97,1.17,0.67,2.31,6.46,5.07,1.88
ENSMUSG00000112000.1,0.0,0.0,0.14,0.0,0.0,0.07,0.0,0.03,0.34,0.05,0.1
ENSMUSG00000056912.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112328.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000112104.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
